HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,SUG_DEREH,ZURAT_DEREH,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,RAMZOR,BAKARA,MEZEG_AVIR,PNE_KVISH,NAFA,KVUZA_GIL,MIN,base_risk_score,veteran_driver_years
6,17,4,5,4,1,8,1,0,1,1,3,5,3,1,2,1,1,31,4,2,1.92,3
6,17,4,5,4,1,8,1,0,1,1,3,5,3,1,2,1,1,31,9,1,1.92,28
2,65,4,1,3,1,8,0,3,1,1,1,3,1,0,1,1,1,31,12,2,0.6,33
4,80,2,5,3,1,2,3,0,1,1,3,3,3,1,2,1,1,11,5,1,1.32,6
4,80,2,5,3,1,2,3,0,1,1,3,3,3,1,2,1,1,11,11,1,1.32,35
12,33,4,1,5,1,8,0,2,1,1,5,3,1,0,5,1,1,32,6,2,1.32,5
12,33,4,1,5,1,8,0,2,1,1,5,3,1,0,5,1,1,32,6,2,1.32,7
7,90,4,5,1,1,9,1,0,1,1,2,3,3,0,6,1,1,51,5,1,0.9,8
10,83,4,5,2,1,9,0,3,4,1,4,3,3,1,2,1,1,42,8,2,3.84,20
10,83,4,5,2,1,9,0,3,4,1,4,3,3,1,2,1,1,42,4,1,3.84,5
11,59,4,1,3,1,8,0,3,1,1,2,3,1,0,6,1,1,61,15,1,0.6,57
4,48,4,1,3,1,8,1,0,1,1,2,3,1,1,2,1,1,31,7,1,2.22,18
3,58,4,1,2,1,8,0,3,1,1,4,3,1,1,2,1,1,42,12,1,5.04,43
3,58,4,1,2,1,8,0,3,1,1,4,3,1,1,2,1,1,42,7,1,5.04,14
6,41,4,1,1,1,8,3,0,1,1,2,3,1,0,1,1,1,31,10,1,0.6,34
12,53,4,1,3,1,9,9,0,0,0,0,5,11,9,7,9,9,42,7,1,2.52,14
12,53,4,1,3,1,9,9,0,0,0,0,5,11,9,7,9,9,42,4,1,2.52,3
6,55,4,1,4,1,8,0,3,1,1,2,3,1,0,1,1,1,44,17,1,0.6,62
2,70,4,1,2,1,8,3,0,1,1,1,3,1,1,2,1,1,31,14,1,1.92,35
4,84,4,5,7,1,8,1,0,1,1,3,3,3,1,2,1,1,51,99,0,1.32,
4,84,4,5,7,1,8,1,0,1,1,3,3,3,1,2,1,1,51,6,1,1.32,10
3,41,4,1,1,1,8,3,0,1,1,3,5,1,0,1,1,9,42,99,0,1.32,
3,41,4,1,1,1,8,3,0,1,1,3,5,1,0,1,1,9,42,9,1,1.32,6
7,53,4,1,1,1,8,0,3,1,1,2,3,1,1,2,1,1,43,5,1,1.98,3
7,53,4,1,1,1,8,0,3,1,1,2,3,1,1,2,1,1,43,13,1,1.98,44
8,91,4,5,2,1,8,1,0,1,1,4,3,3,1,2,1,1,51,5,2,1.32,5
8,91,4,5,2,1,8,1,0,1,1,4,3,3,1,2,1,1,51,4,2,1.32,5
2,6,4,5,1,1,8,1,0,1,1,3,3,3,0,5,1,1,51,7,1,1.32,15
2,6,4,5,1,1,8,1,0,1,1,3,3,3,0,5,1,1,51,6,1,1.32,8
7,89,4,5,1,1,8,1,0,1,1,3,3,3,0,1,1,9,51,99,0,3.42,
7,89,4,5,1,1,8,1,0,1,1,3,3,3,0,1,1,9,51,5,1,3.42,5
3,52,4,1,5,1,9,0,5,1,1,3,3,1,0,7,1,1,32,16,1,1.32,61
4,72,4,1,3,1,9,3,0,1,1,2,3,1,0,5,1,1,42,8,1,6.96,22
4,72,4,1,3,1,9,3,0,1,1,2,3,1,0,5,1,1,42,11,1,6.96,38
7,59,4,1,5,1,8,1,0,0,1,2,3,1,1,2,1,1,11,5,1,0.9,7
11,63,4,1,4,1,8,0,3,2,1,3,3,1,1,2,1,1,62,15,1,1.32,29
11,63,4,1,4,1,8,0,3,2,1,3,3,1,1,2,1,1,62,8,1,1.32,15
11,37,4,1,1,1,8,0,4,3,1,3,4,1,1,2,1,1,61,12,2,8.16,20
11,37,4,1,1,1,8,0,4,3,1,3,4,1,1,2,1,1,61,9,2,8.16,8
4,52,4,1,1,1,9,0,3,1,1,2,3,1,0,6,1,1,31,16,1,1.32,52
4,52,4,1,1,1,9,0,3,1,1,2,3,1,0,6,1,1,31,3,1,1.32,
1,74,4,5,2,1,8,0,3,2,1,4,3,4,1,2,1,1,62,10,2,3.2,29
1,74,4,5,2,1,8,0,3,2,1,4,3,4,1,2,1,1,62,10,1,3.2,26
7,31,4,1,6,1,9,0,3,4,1,3,3,1,1,2,1,1,44,12,1,2.52,24
7,31,4,1,6,1,9,0,3,4,1,3,3,1,1,2,1,1,44,13,1,2.52,40
4,96,4,5,7,1,8,3,0,1,1,3,3,3,1,2,1,1,31,7,2,1.32,5
2,50,4,1,2,1,9,3,0,6,1,1,3,11,1,2,9,5,51,14,1,3.2,22
2,50,4,1,2,1,9,3,0,6,1,1,3,11,1,2,9,5,51,6,1,3.2,10
12,41,4,1,1,1,9,1,0,1,0,2,3,1,0,5,1,1,51,5,1,0.6,6
12,34,4,1,6,1,8,1,0,1,1,2,3,1,1,2,1,1,51,17,1,1.32,61
12,34,4,1,6,1,8,1,0,1,1,2,3,1,1,2,1,1,51,11,1,1.32,33
8,70,4,1,1,1,8,0,3,1,1,3,4,1,0,1,1,1,11,7,1,1.32,10
8,70,4,1,1,1,8,0,3,1,1,3,4,1,0,1,1,1,11,7,1,1.32,14
9,72,4,1,3,1,9,1,0,1,0,2,3,1,0,1,1,1,51,6,1,0.6,9
3,53,4,1,1,1,9,1,0,8,3,1,1,11,1,3,9,1,11,99,0,2.22,
3,53,4,1,1,1,9,1,0,8,3,1,1,11,1,3,9,1,11,8,1,2.22,14
1,33,4,1,5,1,8,0,3,1,1,2,3,1,0,7,1,1,61,11,1,0.6,34
5,13,4,5,5,1,9,1,0,1,1,3,3,3,1,2,1,1,51,5,1,4.5,
5,13,4,5,5,1,9,1,0,1,1,3,3,3,1,2,1,1,51,5,1,4.5,7
2,77,4,5,5,1,8,3,0,1,1,2,3,3,0,1,1,1,51,5,1,0.6,5
5,95,4,5,3,1,8,0,5,6,1,2,3,6,0,1,9,1,31,10,2,0.6,34
5,60,4,1,7,1,9,3,0,1,1,0,3,1,0,6,1,1,62,10,1,3.12,30
5,60,4,1,7,1,9,3,0,1,1,0,3,1,0,6,1,1,62,6,1,3.12,7
8,88,4,5,2,1,9,3,0,1,1,3,3,3,0,1,1,1,11,5,2,2.52,6
8,88,4,5,2,1,9,3,0,1,1,3,3,3,0,1,1,1,11,13,1,2.52,46
8,88,4,5,2,1,9,3,0,1,1,3,3,3,0,1,1,1,11,14,1,2.52,38
7,67,4,1,1,1,8,2,0,1,1,0,3,1,1,2,1,1,42,4,1,0.9,
11,32,4,1,3,1,9,9,0,0,0,0,5,11,9,,9,9,51,18,1,0.9,60
9,85,4,5,1,1,9,3,0,1,0,4,5,6,1,2,1,1,51,99,0,1.92,
3,79,4,5,1,1,8,0,3,3,1,4,3,3,1,2,1,1,61,8,1,3.84,23
3,79,4,5,1,1,8,0,3,3,1,4,3,3,1,2,1,1,61,8,2,3.84,17
5,58,4,1,2,1,9,9,0,0,0,0,5,11,9,,9,9,61,5,2,0.9,6
1,61,4,1,1,1,8,3,0,1,1,3,3,11,0,1,1,1,51,10,2,1.98,19
1,61,4,1,1,1,8,3,0,1,1,3,3,11,0,1,1,1,51,8,2,1.98,20
6,63,4,1,5,1,9,3,0,7,1,2,5,11,1,2,9,5,11,6,1,5.1,14
6,63,4,1,5,1,9,3,0,7,1,2,5,11,1,2,9,5,11,5,1,5.1,6
6,30,4,1,3,1,9,0,3,1,1,4,3,1,1,2,1,1,42,9,1,1.92,24
6,30,4,1,3,1,9,0,3,1,1,4,3,1,1,2,1,1,42,6,2,1.92,8
8,47,4,1,5,1,9,0,3,1,1,2,3,1,0,1,1,1,32,3,1,1.98,
8,47,4,1,5,1,9,0,3,1,1,2,3,1,0,1,1,1,32,7,1,1.98,16
11,41,4,1,3,1,8,1,0,3,1,3,3,1,1,3,1,1,31,8,1,1.92,18
3,37,4,1,6,1,5,1,0,1,1,1,3,1,9,7,1,1,11,5,1,0.6,9
9,33,4,1,6,1,8,3,0,1,1,3,3,1,0,1,1,1,24,4,2,0.6,4
6,58,4,1,3,1,9,0,4,1,1,4,3,1,1,2,1,1,41,16,1,1.32,44
6,58,4,1,3,1,9,0,4,1,1,4,3,1,1,2,1,1,41,13,1,1.32,43
6,53,4,1,2,1,9,0,2,2,1,3,3,1,1,2,1,1,22,9,2,5.1,25
6,40,4,1,1,1,9,0,2,1,1,3,3,1,0,6,1,1,44,13,1,1.98,
2,41,4,1,7,1,9,9,0,0,0,0,5,11,1,2,9,9,51,8,1,5.76,11
2,41,4,1,7,1,9,9,0,0,0,0,5,11,1,2,9,9,51,8,2,5.76,18
2,41,4,1,7,1,9,9,0,0,0,0,5,11,1,2,9,9,51,13,1,5.76,36
8,51,4,1,5,1,8,0,3,2,1,2,3,1,0,6,1,1,62,15,2,0.6,40
7,52,4,1,1,1,9,3,0,1,1,3,3,1,0,1,1,1,31,11,1,0.6,37
7,54,4,1,4,1,9,3,0,1,0,3,3,1,1,2,3,1,11,6,1,1.32,
7,54,4,1,4,1,9,3,0,1,0,3,3,1,1,2,3,1,11,12,1,1.32,39
12,49,4,1,6,1,8,1,0,1,1,3,3,1,0,1,1,1,51,10,2,2.52,29
12,49,4,1,6,1,8,1,0,1,1,3,3,1,0,1,1,1,51,15,1,2.52,50
12,49,4,1,6,1,8,1,0,1,1,3,3,1,0,1,1,1,51,13,1,2.52,45
12,49,4,1,6,1,8,1,0,1,1,3,3,1,0,1,1,1,51,5,1,2.52,8
1,91,4,5,4,1,8,1,0,1,1,3,3,3,0,6,1,1,31,5,1,3.12,6
1,91,4,5,4,1,8,1,0,1,1,3,3,3,0,6,1,1,31,6,2,3.12,11
3,2,4,5,7,1,9,1,0,1,1,3,3,3,1,2,1,1,51,5,1,2.52,9
5,58,4,1,6,1,8,0,3,3,1,3,3,1,1,2,1,1,62,13,2,1.32,41
5,58,4,1,6,1,8,0,3,3,1,3,3,1,1,2,1,1,62,5,1,1.32,8
6,37,4,1,3,1,8,3,0,1,1,2,3,1,0,6,1,9,24,16,1,0.6,34
3,93,4,5,4,1,8,0,3,1,1,3,3,3,1,2,1,1,51,9,1,5.1,26
3,93,4,5,4,1,8,0,3,1,1,3,3,3,1,2,1,1,51,7,1,5.1,16
5,83,4,5,5,1,8,0,3,1,1,2,3,3,9,7,1,1,11,5,1,5.72,5
5,83,4,5,5,1,8,0,3,1,1,2,3,3,9,7,1,1,11,7,1,5.72,14
5,32,4,1,5,1,8,0,3,1,1,2,3,1,0,1,1,1,24,6,1,1.92,14
9,93,4,5,5,1,9,9,0,0,0,0,5,6,1,2,9,9,62,8,2,6.96,19
9,93,4,5,5,1,9,9,0,0,0,0,5,6,1,2,9,9,62,6,2,6.96,3
6,57,4,1,1,1,8,0,5,1,1,2,3,1,0,1,1,1,31,11,1,1.32,23
11,82,4,5,3,1,8,0,2,2,1,5,3,3,1,2,1,1,44,10,2,3.12,31
11,82,4,5,3,1,8,0,2,2,1,5,3,3,1,2,1,1,44,9,1,3.12,25
11,82,4,5,3,1,8,0,2,2,1,5,3,3,1,2,1,1,44,14,2,3.12,49
2,55,4,1,2,1,9,3,0,2,2,0,4,2,1,3,9,5,51,6,1,0.6,10
7,49,4,1,1,1,9,9,0,0,0,0,5,11,9,,9,9,61,99,0,0.9,
4,82,1,5,4,1,9,3,0,1,1,2,2,3,0,1,1,1,41,4,1,3.2,4
4,82,1,5,4,1,9,3,0,1,1,2,2,3,0,1,1,1,41,6,1,3.2,10
2,32,4,1,1,1,9,3,0,1,1,2,3,1,0,5,1,1,11,9,2,1.32,22
2,32,4,1,1,1,9,3,0,1,1,2,3,1,0,5,1,1,11,10,2,1.32,27
5,52,4,1,5,1,8,3,0,1,1,4,3,1,1,2,1,1,41,9,1,1.92,28
5,52,4,1,5,1,8,3,0,1,1,4,3,1,1,2,1,1,41,6,1,1.92,6
11,39,4,1,2,1,9,0,3,1,1,3,3,1,0,6,2,2,61,13,1,1.32,34
11,39,4,1,2,1,9,0,3,1,1,3,3,1,0,6,2,2,61,11,2,1.32,9
7,54,4,1,5,1,8,0,1,1,1,0,4,1,0,1,1,1,44,6,2,1.32,9
7,54,4,1,5,1,8,0,1,1,1,0,4,1,0,1,1,1,44,11,2,1.32,33
8,68,4,1,5,1,8,3,0,1,1,2,3,1,0,1,9,5,11,5,1,1.32,7
8,68,4,1,5,1,8,3,0,1,1,2,3,1,0,1,9,5,11,5,1,1.32,6
9,91,4,5,3,1,9,0,3,1,1,2,3,3,1,2,1,1,32,5,2,1.92,4
9,91,4,5,3,1,9,0,3,1,1,2,3,3,1,2,1,1,32,9,2,1.92,27
4,79,4,5,7,1,8,3,0,1,1,2,3,6,0,1,1,1,51,7,2,0.6,3
2,43,4,1,6,1,8,0,3,1,1,3,3,1,0,5,1,1,44,15,1,1.32,34
2,43,4,1,6,1,8,0,3,1,1,3,3,1,0,5,1,1,44,9,2,1.32,26
12,75,4,5,3,1,8,0,3,3,1,4,3,3,1,2,1,1,62,5,1,3.12,9
12,75,4,5,3,1,8,0,3,3,1,4,3,3,1,2,1,1,62,9,1,3.12,26
12,75,4,5,3,1,8,0,3,3,1,4,3,3,1,2,1,1,62,10,2,3.12,31
6,47,4,1,1,1,8,2,0,1,1,2,3,1,0,6,1,1,11,9,2,4.5,25
6,47,4,1,1,1,8,2,0,1,1,2,3,1,0,6,1,1,11,9,2,4.5,28
5,82,4,5,2,1,8,0,5,1,1,4,3,3,0,6,1,1,62,4,1,2.52,5
5,82,4,5,2,1,8,0,5,1,1,4,3,3,0,6,1,1,62,12,2,2.52,31
10,76,4,5,2,1,9,3,0,1,1,0,5,3,0,1,9,2,51,15,1,2.58,46
3,59,4,1,4,1,9,3,0,1,1,3,5,1,0,1,1,1,42,99,0,1.32,
3,59,4,1,4,1,9,3,0,1,1,3,5,1,0,1,1,1,42,99,0,1.32,
9,1,4,5,2,1,8,3,0,1,1,3,3,6,1,2,1,1,11,5,1,1.32,7
9,1,4,5,2,1,8,3,0,1,1,3,3,6,1,2,1,1,11,4,1,1.32,4
9,53,4,1,2,1,8,3,0,1,1,2,3,1,1,2,1,1,51,5,2,1.32,4
9,53,4,1,2,1,8,3,0,1,1,2,3,1,1,2,1,1,51,4,1,1.32,
7,61,4,1,3,1,8,0,3,1,1,4,3,1,1,2,1,1,41,12,2,5.72,29
7,61,4,1,3,1,8,0,3,1,1,4,3,1,1,2,1,1,41,16,1,5.72,59
6,45,4,1,3,1,9,1,0,1,1,3,3,1,0,6,1,1,24,11,1,1.6,36
8,37,4,1,4,1,8,1,0,1,1,3,3,1,1,2,1,1,51,8,2,6.32,7
8,37,4,1,4,1,8,1,0,1,1,3,3,1,1,2,1,1,51,5,1,6.32,6
3,49,4,1,3,1,9,1,0,1,1,2,3,1,9,7,1,1,51,15,2,0.6,47
9,49,4,1,2,1,9,0,4,3,1,2,5,1,0,1,1,1,61,6,1,1.98,6
9,49,4,1,2,1,9,0,4,3,1,2,5,1,0,1,1,1,61,8,1,1.98,15
7,83,4,5,4,1,8,1,0,1,1,2,3,3,0,5,1,1,31,5,1,3.84,8
7,83,4,5,4,1,8,1,0,1,1,2,3,3,0,5,1,1,31,5,1,3.84,6
12,56,4,1,2,1,8,3,0,1,1,2,3,1,0,1,1,1,42,10,2,1.32,29
5,75,4,1,2,1,8,3,0,1,1,3,3,1,1,2,1,1,21,15,1,3.12,44
5,75,4,1,2,1,8,3,0,1,1,3,3,1,1,2,1,1,21,12,1,3.12,30
5,75,4,1,2,1,8,3,0,1,1,3,3,1,1,2,1,1,21,7,2,3.12,13
2,6,4,5,4,1,8,0,1,1,1,2,3,3,0,5,1,1,62,7,1,2.52,4
2,6,4,5,4,1,8,0,1,1,1,2,3,3,0,5,1,1,62,5,1,2.52,7
8,65,4,1,1,1,8,0,5,1,1,4,3,1,1,2,1,1,44,6,2,1.32,8
8,65,4,1,1,1,8,0,5,1,1,4,3,1,1,2,1,1,44,4,1,1.32,2
11,85,4,5,4,1,8,1,0,1,1,5,3,3,1,2,1,1,51,8,1,4.5,21
11,85,4,5,4,1,8,1,0,1,1,5,3,3,1,2,1,1,51,7,1,4.5,8
4,57,4,1,1,1,8,1,0,1,1,2,3,1,1,2,1,1,51,6,1,1.92,8
4,57,4,1,1,1,8,1,0,1,1,2,3,1,1,2,1,1,51,15,1,1.92,56
4,57,4,1,1,1,8,1,0,1,1,2,3,1,1,2,1,1,51,11,1,1.92,37
11,51,4,1,4,1,8,0,3,1,1,3,3,1,1,2,1,1,61,13,1,6,29
11,51,4,1,4,1,8,0,3,1,1,3,3,1,1,2,1,1,61,11,2,6,34
11,51,4,1,4,1,8,0,3,1,1,3,3,1,1,2,1,1,61,15,2,6,46
12,46,4,1,4,1,8,1,0,1,1,3,3,1,1,2,1,1,51,6,1,1.32,8
12,46,4,1,4,1,8,1,0,1,1,3,3,1,1,2,1,1,51,6,1,1.32,15
3,85,4,5,3,1,9,3,0,1,0,1,2,3,0,6,1,1,31,7,1,1.98,10
3,85,4,5,3,1,9,3,0,1,0,1,2,3,0,6,1,1,31,11,2,1.98,
1,4,4,5,6,1,9,3,0,1,1,2,5,3,1,2,1,1,51,5,1,4.44,8
1,4,4,5,6,1,9,3,0,1,1,2,5,3,1,2,1,1,51,9,1,4.44,26
1,4,4,5,6,1,9,3,0,1,1,2,5,3,1,2,1,1,51,6,1,4.44,7
12,60,4,1,1,1,8,1,0,1,1,4,3,1,1,2,1,1,51,18,1,3.12,69
12,60,4,1,1,1,8,1,0,1,1,4,3,1,1,2,1,1,51,15,1,3.12,46
8,38,4,1,1,1,8,0,3,1,1,5,4,1,0,1,1,1,42,16,2,1.32,56
9,3,4,5,3,1,8,0,5,1,1,5,3,3,9,7,1,1,61,11,1,1.32,37
12,85,4,5,5,1,8,2,0,1,1,3,3,3,0,1,1,1,23,4,1,1.32,5
12,85,4,5,5,1,8,2,0,1,1,3,3,3,0,1,1,1,23,11,1,1.32,35
10,39,4,1,2,1,8,3,0,1,1,3,3,1,0,5,1,1,42,7,2,1.32,17
10,39,4,1,2,1,8,3,0,1,1,3,3,1,0,5,1,1,42,9,1,1.32,22
3,81,4,5,4,1,8,3,0,1,3,2,3,6,1,2,9,4,51,7,1,1.32,19
3,81,4,5,4,1,8,3,0,1,3,2,3,6,1,2,9,4,51,6,1,1.32,12
1,35,4,1,4,1,9,3,0,1,1,2,3,1,0,1,9,1,11,6,2,0.6,12
9,31,2,1,1,1,9,0,3,1,0,3,3,1,1,2,1,1,11,9,1,3.12,27
9,31,2,1,1,1,9,0,3,1,0,3,3,1,1,2,1,1,11,7,1,3.12,15
9,31,2,1,1,1,9,0,3,1,0,3,3,1,1,2,1,1,11,8,1,3.12,7
10,80,4,5,4,1,8,3,0,1,1,2,3,3,0,1,1,1,51,7,1,1.32,12
10,80,4,5,4,1,8,3,0,1,1,2,3,3,0,1,1,1,51,4,1,1.32,3
1,57,4,1,1,1,9,3,0,1,1,2,3,1,0,1,1,1,11,11,1,1.32,34
3,61,4,1,3,1,9,0,3,1,1,3,3,1,9,7,1,1,24,9,1,7.47,21
3,61,4,1,3,1,9,0,3,1,1,3,3,1,9,7,1,1,24,14,1,7.47,48
3,61,4,1,3,1,9,0,3,1,1,3,3,1,9,7,1,1,24,16,1,7.47,
3,61,4,1,3,1,9,0,3,1,1,3,3,1,9,7,1,1,24,14,1,7.47,43
11,69,4,5,1,1,8,2,0,1,1,3,3,3,1,2,1,1,51,5,1,3.12,4
2,58,4,1,6,1,9,3,0,1,1,4,3,1,1,2,9,1,11,5,2,3.84,6
2,58,4,1,6,1,9,3,0,1,1,4,3,1,1,2,9,1,11,11,1,3.84,34
7,55,4,1,5,1,9,9,0,0,0,0,5,11,9,,9,9,44,7,1,0.6,13
1,61,4,1,5,1,5,3,0,1,1,2,1,1,1,2,1,1,77,9,1,1.32,21
1,61,4,1,5,1,5,3,0,1,1,2,1,1,1,2,1,1,77,99,0,1.32,
1,69,4,5,1,1,8,0,3,1,1,3,3,6,0,1,1,1,61,5,1,1.32,
1,69,4,5,1,1,8,0,3,1,1,3,3,6,0,1,1,1,61,10,2,1.32,29
1,39,4,1,1,1,8,0,3,3,1,3,3,1,1,2,1,1,23,17,1,1.32,48
1,39,4,1,1,1,8,0,3,3,1,3,3,1,1,2,1,1,23,6,1,1.32,7
5,85,4,5,7,1,8,1,0,1,1,4,3,3,1,2,1,1,51,5,2,4.38,8
5,85,4,5,7,1,8,1,0,1,1,4,3,3,1,2,1,1,51,99,0,4.38,
11,71,4,5,4,1,8,0,3,1,1,3,3,3,1,2,1,1,51,7,1,1.32,14
11,71,4,5,4,1,8,0,3,1,1,3,3,3,1,2,1,1,51,10,1,1.32,18
7,63,4,1,6,1,9,0,2,3,1,3,3,1,1,2,1,1,31,8,2,6.36,15
7,63,4,1,6,1,9,0,2,3,1,3,3,1,1,2,1,1,31,6,1,6.36,5
11,77,4,5,1,1,9,3,0,1,1,3,5,3,1,2,1,1,11,5,1,2.52,4
11,77,4,5,1,1,9,3,0,1,1,3,5,3,1,2,1,1,11,4,1,2.52,3
5,40,4,1,5,1,8,1,0,1,1,2,3,1,1,2,1,1,11,8,1,5.04,
5,40,4,1,5,1,8,1,0,1,1,2,3,1,1,2,1,1,11,10,2,5.04,32
2,43,4,1,5,1,8,3,0,1,1,2,3,1,0,1,1,1,51,15,1,1.32,57
2,43,4,1,5,1,8,3,0,1,1,2,3,1,0,1,1,1,51,99,0,1.32,
6,82,4,5,2,1,8,1,0,1,1,3,3,3,1,2,1,1,51,9,1,0.6,19
1,79,4,5,1,1,9,3,0,1,1,2,3,3,0,5,1,1,42,11,2,3.2,34
1,79,4,5,1,1,9,3,0,1,1,2,3,3,0,5,1,1,42,8,2,3.2,
10,90,3,5,2,1,8,3,0,3,1,3,3,3,1,2,1,1,31,13,2,5.94,41
10,90,3,5,2,1,8,3,0,3,1,3,3,3,1,2,1,1,31,6,1,5.94,3
5,43,4,1,4,1,9,0,4,1,1,2,3,1,0,1,1,1,42,15,2,0.6,48
12,96,4,5,4,1,8,0,3,1,1,3,3,3,1,2,1,1,32,5,1,2.52,4
12,96,4,5,4,1,8,0,3,1,1,3,3,3,1,2,1,1,32,11,1,2.52,32
5,64,4,1,5,1,5,0,3,1,1,2,3,1,1,2,1,1,61,6,1,0.6,6
10,77,4,5,2,1,8,3,0,1,1,5,3,3,0,1,1,1,43,10,1,0.6,33
11,35,4,1,1,1,8,0,3,1,1,2,3,1,0,7,1,1,41,8,1,0.6,21
5,65,4,1,5,1,8,3,0,1,1,2,3,1,0,1,1,1,51,99,0,4.38,
5,65,4,1,5,1,8,3,0,1,1,2,3,1,0,1,1,1,51,7,1,4.38,16
7,43,4,1,6,1,9,0,2,1,1,2,3,1,0,1,1,1,11,14,1,0.6,34
10,84,4,5,3,1,8,3,0,1,1,3,3,3,1,2,1,1,51,5,1,6.32,6
10,84,4,5,3,1,8,3,0,1,1,3,3,3,1,2,1,1,51,11,1,6.32,31
3,75,4,1,2,1,8,0,3,1,1,2,3,1,0,1,1,1,51,7,1,1.32,16
3,75,4,1,2,1,8,0,3,1,1,2,3,1,0,1,1,1,51,12,1,1.32,24
7,66,4,1,3,1,8,3,0,1,1,2,5,1,0,1,1,1,51,15,1,0.6,55
12,47,4,1,3,1,8,0,3,1,1,3,3,1,1,2,1,1,51,14,1,1.32,49
12,47,4,1,3,1,8,0,3,1,1,3,3,1,1,2,1,1,51,14,1,1.32,45
5,75,4,1,2,1,8,3,0,1,1,3,3,1,0,1,1,1,42,12,1,0.6,42
9,30,4,1,2,1,8,0,3,1,1,2,3,1,1,2,1,1,51,10,1,0.6,29
11,84,4,5,4,1,9,0,3,2,1,2,5,3,1,2,1,1,62,4,1,10.8,
11,84,4,5,4,1,9,0,3,2,1,2,5,3,1,2,1,1,62,4,1,10.8,3
10,46,4,1,3,1,9,3,0,1,1,3,3,1,1,2,1,1,42,9,2,1.32,27
10,46,4,1,3,1,9,3,0,1,1,3,3,1,1,2,1,1,42,6,1,1.32,11
11,78,4,5,1,1,8,0,3,1,1,2,3,3,1,2,1,1,41,8,2,1.32,17
11,78,4,5,1,1,8,0,3,1,1,2,3,3,1,2,1,1,41,14,1,1.32,41
9,47,4,1,5,1,8,0,3,1,1,2,3,1,1,2,1,1,44,13,2,1.32,34
9,47,4,1,5,1,8,0,3,1,1,2,3,1,1,2,1,1,44,15,2,1.32,46
7,73,4,1,6,1,8,0,3,1,1,3,3,1,1,2,1,1,44,6,1,1.92,9
7,73,4,1,6,1,8,0,3,1,1,3,3,1,1,2,1,1,44,6,1,1.92,12
8,77,4,5,3,1,9,1,0,1,1,2,3,3,0,6,1,1,62,5,1,5.04,6
8,77,4,5,3,1,9,1,0,1,1,2,3,3,0,6,1,1,62,7,1,5.04,19
8,22,4,5,2,1,8,3,0,1,1,2,5,10,1,2,1,1,51,14,1,10.76,43
8,22,4,5,2,1,8,3,0,1,1,2,5,10,1,2,1,1,51,11,2,10.76,32
3,72,4,5,4,1,11,0,2,1,1,5,2,3,0,1,1,1,31,8,1,1.32,4
3,72,4,5,4,1,11,0,2,1,1,5,2,3,0,1,1,1,31,7,2,1.32,16
9,41,4,1,3,1,8,3,0,1,1,1,3,1,0,5,1,1,42,15,1,1.32,47
9,41,4,1,3,1,8,3,0,1,1,1,3,1,0,5,1,1,42,12,2,1.32,11
3,42,4,1,2,1,8,3,0,1,1,3,3,1,1,2,1,1,51,8,1,3.84,23
3,42,4,1,2,1,8,3,0,1,1,3,3,1,1,2,1,1,51,99,0,3.84,
3,77,4,5,4,1,8,1,0,1,1,3,3,6,1,2,1,1,42,13,1,0.6,44
8,88,4,5,2,1,8,0,5,1,1,3,3,6,9,7,1,1,61,17,1,0.6,9
8,45,4,1,2,1,8,0,3,1,1,1,3,11,1,2,1,1,41,17,2,3.2,58
8,45,4,1,2,1,8,0,3,1,1,1,3,11,1,2,1,1,41,10,1,3.2,31
12,53,4,1,2,1,9,0,5,1,1,3,3,1,0,1,1,1,32,10,2,1.32,29
1,31,4,1,4,1,8,3,0,1,1,3,3,1,0,5,1,1,51,8,2,1.92,19
1,31,4,1,4,1,8,3,0,1,1,3,3,1,0,5,1,1,51,5,1,1.92,3
1,31,4,1,4,1,8,3,0,1,1,3,3,1,0,5,1,1,51,99,0,1.92,
5,36,4,1,1,1,8,0,3,1,1,3,3,1,1,2,1,1,11,6,2,4.44,10
5,36,4,1,1,1,8,0,3,1,1,3,3,1,1,2,1,1,11,7,2,4.44,
10,79,3,5,2,1,8,0,3,1,1,2,3,3,0,1,1,1,11,11,1,0.6,32
9,37,4,1,2,1,9,0,1,1,1,2,3,1,0,1,1,1,41,8,1,1.98,20
9,37,4,1,2,1,9,0,1,1,1,2,3,1,0,1,1,1,41,13,1,1.98,45
1,64,4,1,4,1,9,0,3,1,1,4,3,1,0,1,1,1,61,10,1,1.32,29
1,64,4,1,4,1,9,0,3,1,1,4,3,1,0,1,1,1,61,6,1,1.32,9
6,72,4,1,4,1,8,3,0,1,1,3,3,1,1,2,1,1,11,7,1,3.42,11
2,75,4,5,7,1,8,0,3,3,1,5,3,3,1,2,9,2,51,12,1,1.32,41
2,75,4,5,7,1,8,0,3,3,1,5,3,3,1,2,9,2,51,5,1,1.32,7
6,75,4,1,1,1,9,9,0,0,0,0,5,11,0,5,9,9,11,8,1,0.6,12
11,87,4,5,4,1,8,1,0,1,1,2,3,3,0,5,1,1,42,7,1,2.52,7
11,87,4,5,4,1,8,1,0,1,1,2,3,3,0,5,1,1,42,5,1,2.52,6
