HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,SUG_DEREH,ZURAT_DEREH,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,RAMZOR,BAKARA,MEZEG_AVIR,PNE_KVISH,NAFA,KVUZA_GIL,MIN,base_risk_score,veteran_driver_years
1,93,4,5,4,1,8,1,0,1,1,3,5,6,1,2,1,1,51,5,1,1.98,6
7,93,4,5,7,1,8,1,0,1,1,1,3,3,0,6,1,1,31,10,2,1.32,29
7,93,4,5,7,1,8,1,0,1,1,1,3,3,0,6,1,1,31,5,1,1.32,3
5,82,4,5,4,1,9,0,3,1,1,3,3,3,1,2,1,1,44,14,1,0.6,43
4,80,4,5,6,1,8,0,3,1,1,5,3,3,1,2,2,2,31,7,2,1.32,10
4,80,4,5,6,1,8,0,3,1,1,5,3,3,1,2,2,2,31,6,1,1.32,11
12,49,4,1,3,1,8,1,0,1,1,2,3,1,0,5,1,1,51,4,1,3.8,4
12,49,4,1,3,1,8,1,0,1,1,2,3,1,0,5,1,1,51,11,1,3.8,37
1,64,4,1,1,1,8,3,0,1,1,3,3,1,0,6,1,1,61,8,2,3.12,12
1,64,4,1,1,1,8,3,0,1,1,3,3,1,0,6,1,1,61,12,2,3.12,41
1,36,4,1,5,1,8,0,3,1,1,5,3,1,1,2,1,1,24,5,1,1.92,9
1,36,4,1,5,1,8,0,3,1,1,5,3,1,1,2,1,1,24,14,1,1.92,3
1,36,4,1,5,1,8,0,3,1,1,5,3,1,1,2,1,1,24,99,0,1.92,
2,72,4,5,4,1,5,3,0,1,1,2,3,3,1,2,9,1,51,11,2,1.32,29
5,60,4,1,1,1,8,0,3,1,1,5,3,1,1,2,1,1,61,6,2,2.52,6
5,60,4,1,1,1,8,0,3,1,1,5,3,1,1,2,1,1,61,12,1,2.52,42
6,34,4,1,3,1,11,0,2,1,1,3,3,1,1,2,1,1,31,9,1,3.8,5
9,78,4,5,5,1,8,3,0,1,1,3,3,3,1,2,1,1,22,6,1,1.32,13
9,78,4,5,5,1,8,3,0,1,1,3,3,3,1,2,1,1,22,7,2,1.32,15
10,49,4,1,3,1,8,3,0,1,1,3,3,1,1,2,1,1,51,8,1,1.98,21
10,49,4,1,3,1,8,3,0,1,1,3,3,1,1,2,1,1,51,15,1,1.98,29
4,93,4,5,5,1,8,1,0,1,1,5,3,3,1,2,1,1,51,7,1,1.32,16
4,93,4,5,5,1,8,1,0,1,1,5,3,3,1,2,1,1,51,4,1,1.32,3
10,79,1,5,7,1,8,0,3,1,1,5,3,3,1,2,1,1,31,13,1,3.12,38
10,79,1,5,7,1,8,0,3,1,1,5,3,3,1,2,1,1,31,12,1,3.12,41
9,38,4,1,3,1,9,0,3,1,0,3,3,1,1,2,1,1,11,7,2,1.32,12
9,38,4,1,3,1,9,0,3,1,0,3,3,1,1,2,1,1,11,14,1,1.32,41
9,32,4,1,5,1,8,0,3,1,1,3,3,1,9,7,1,1,42,16,1,0.6,60
12,75,4,5,5,1,8,1,0,1,1,4,3,3,1,2,1,1,51,16,1,4.44,52
12,75,4,5,5,1,8,1,0,1,1,4,3,3,1,2,1,1,51,4,1,4.44,4
6,32,4,1,1,1,8,3,0,3,1,2,3,1,1,2,1,1,62,9,1,7.09,
6,32,4,1,1,1,8,3,0,3,1,2,3,1,1,2,1,1,62,7,1,7.09,13
5,56,4,1,3,1,9,0,3,1,1,5,3,1,1,2,1,1,11,6,1,4.44,10
5,56,4,1,3,1,9,0,3,1,1,5,3,1,1,2,1,1,11,9,1,4.44,26
2,87,4,5,7,1,9,1,0,1,1,0,5,3,0,5,1,1,51,12,1,1.98,3
2,87,4,5,7,1,9,1,0,1,1,0,5,3,0,5,1,1,51,6,1,1.98,9
12,41,4,1,4,1,9,9,0,0,0,0,5,11,9,,9,9,44,16,2,1.98,25
12,41,4,1,4,1,9,9,0,0,0,0,5,11,9,,9,9,44,9,1,1.98,28
4,85,4,5,1,1,8,0,2,2,1,5,3,3,0,6,1,1,31,7,1,1.32,2
4,85,4,5,1,1,8,0,2,2,1,5,3,3,0,6,1,1,31,99,2,1.32,5
7,72,4,1,2,1,8,3,0,1,1,2,3,1,0,1,1,1,51,11,1,0.6,34
9,55,4,1,4,1,9,0,5,1,1,2,3,1,0,6,1,1,11,5,1,0.9,6
2,8,4,5,6,1,9,1,0,1,1,0,3,6,1,2,1,1,51,7,1,2.52,15
2,8,4,5,6,1,9,1,0,1,1,0,3,6,1,2,1,1,51,99,0,2.52,
1,14,4,5,6,1,8,3,0,1,1,5,3,3,9,,1,1,24,6,1,1.32,10
1,14,4,5,6,1,8,3,0,1,1,5,3,3,9,,1,1,24,5,2,1.32,6
5,64,4,1,1,1,8,1,0,1,1,2,3,1,0,1,1,1,51,99,0,0.6,
12,51,4,1,1,1,9,0,3,3,1,3,4,1,1,2,1,1,62,6,1,3.12,12
12,51,4,1,1,1,9,0,3,3,1,3,4,1,1,2,1,1,62,7,1,3.12,18
5,2,4,5,4,1,8,0,3,2,1,2,5,6,0,1,9,1,41,99,0,0.6,
8,78,4,5,1,1,9,3,0,7,1,3,4,10,1,2,9,9,11,99,0,2.52,
8,32,4,1,1,1,8,3,0,1,1,3,3,1,0,1,1,1,51,99,0,4.5,
8,32,4,1,1,1,8,3,0,1,1,3,3,1,0,1,1,1,51,14,1,4.5,49
8,32,4,1,1,1,8,3,0,1,1,3,3,1,0,1,1,1,51,12,1,4.5,41
8,32,4,1,1,1,8,3,0,1,1,3,3,1,0,1,1,1,51,5,2,4.5,6
6,82,4,5,7,1,8,1,0,1,1,2,5,3,0,1,1,1,51,6,1,1.32,
6,82,4,5,7,1,8,1,0,1,1,2,5,3,0,1,1,1,51,9,2,1.32,24
7,77,4,1,2,1,8,1,0,1,0,2,3,1,1,2,1,1,51,7,2,0.6,18
9,31,4,1,1,1,8,0,3,1,1,3,3,1,9,7,1,1,77,11,1,1.32,35
7,60,4,1,4,1,8,3,0,1,1,2,3,1,0,6,1,1,61,5,2,1.32,7
7,60,4,1,4,1,8,3,0,1,1,2,3,1,0,6,1,1,61,7,2,1.32,4
9,53,4,1,5,1,9,1,0,1,1,2,3,1,0,6,1,1,42,14,1,1.32,49
9,53,4,1,5,1,9,1,0,1,1,2,3,1,0,6,1,1,42,5,1,1.32,8
11,93,4,5,1,1,8,3,0,1,1,3,3,3,0,1,1,1,51,6,1,0.6,
10,40,4,1,5,1,8,2,0,1,1,3,3,1,0,6,1,1,31,18,1,1.32,61
10,40,4,1,5,1,8,2,0,1,1,3,3,1,0,6,1,1,31,10,2,1.32,9
12,44,4,1,6,1,8,0,3,1,1,3,3,1,1,2,1,1,61,6,2,4.44,8
12,44,4,1,6,1,8,0,3,1,1,3,3,1,1,2,1,1,61,5,1,4.44,7
11,96,4,5,4,1,9,0,3,3,1,3,5,3,1,2,1,1,62,8,1,3.2,21
11,96,4,5,4,1,9,0,3,3,1,3,5,3,1,2,1,1,62,4,1,3.2,5
11,83,4,5,3,1,8,3,0,1,1,3,3,3,1,2,1,1,51,9,1,3.78,9
11,83,4,5,3,1,8,3,0,1,1,3,3,3,1,2,1,1,51,5,1,3.78,6
11,83,4,5,3,1,8,3,0,1,1,3,3,3,1,2,1,1,51,5,1,3.78,7
11,83,4,5,3,1,8,3,0,1,1,3,3,3,1,2,1,1,51,8,1,3.78,23
2,40,4,1,3,1,8,0,2,1,1,2,3,1,0,6,1,1,61,18,1,4,
2,40,4,1,3,1,8,0,2,1,1,2,3,1,0,6,1,1,61,6,1,4,13
2,40,4,1,3,1,8,0,2,1,1,2,3,1,0,6,1,1,61,6,1,4,6
11,52,4,1,5,1,9,3,0,1,1,4,3,1,1,2,1,1,11,7,2,12.66,15
11,52,4,1,5,1,9,3,0,1,1,4,3,1,1,2,1,1,11,12,1,12.66,32
7,43,4,1,2,1,8,0,3,2,1,2,5,1,1,2,1,1,61,13,1,8.16,45
7,43,4,1,2,1,8,0,3,2,1,2,5,1,1,2,1,1,61,8,2,8.16,12
9,39,4,1,7,1,8,0,3,1,0,3,3,1,1,2,1,1,11,8,1,2.52,14
9,39,4,1,7,1,8,0,3,1,0,3,3,1,1,2,1,1,11,6,2,2.52,6
8,51,4,1,5,1,9,3,0,7,1,2,5,2,1,2,2,5,11,8,1,4.74,21
11,29,4,1,5,1,8,1,0,1,1,2,3,1,0,5,1,1,51,18,1,0.9,67
1,90,4,5,5,1,8,0,3,1,1,3,4,3,0,1,1,1,61,4,2,1.32,4
1,90,4,5,5,1,8,0,3,1,1,3,4,3,0,1,1,1,61,5,1,1.32,5
7,91,4,5,1,1,9,3,0,1,1,2,3,3,0,5,1,1,32,6,2,2.52,6
7,91,4,5,1,1,9,3,0,1,1,2,3,3,0,5,1,1,32,15,1,2.52,55
6,77,4,1,1,1,9,3,0,1,0,2,5,1,9,,1,1,51,99,0,0.6,
12,92,4,5,3,1,9,3,0,1,1,2,3,3,0,5,1,1,32,6,2,1.32,12
12,92,4,5,3,1,9,3,0,1,1,2,3,3,0,5,1,1,32,5,2,1.32,6
2,33,4,1,3,1,11,2,0,1,1,3,3,1,1,2,1,1,31,7,1,1.6,16
10,49,4,1,1,1,8,3,0,1,1,3,3,1,0,1,1,1,31,9,1,1.32,24
10,49,4,1,1,1,8,3,0,1,1,3,3,1,0,1,1,1,31,13,1,1.32,42
10,59,4,1,1,1,8,0,5,1,1,2,3,1,1,2,1,1,31,8,2,5.64,5
10,59,4,1,1,1,8,0,5,1,1,2,3,1,1,2,1,1,31,10,1,5.64,4
6,9,4,5,1,1,8,1,0,4,1,3,3,3,0,1,1,1,11,8,1,1.98,17
6,9,4,5,1,1,8,1,0,4,1,3,3,3,0,1,1,1,11,13,2,1.98,34
11,51,4,1,6,1,8,3,0,1,1,2,3,1,0,1,1,1,21,6,2,1.32,4
11,51,4,1,6,1,8,3,0,1,1,2,3,1,0,1,1,1,21,12,1,1.32,42
8,67,4,1,7,1,8,3,0,1,1,4,5,1,1,2,1,1,31,15,2,7.02,49
8,67,4,1,7,1,8,3,0,1,1,4,5,1,1,2,1,1,31,15,1,7.02,25
6,50,4,1,6,1,8,3,0,1,0,1,3,1,0,1,1,1,44,99,0,0.6,
5,32,4,1,4,1,8,1,0,1,1,2,3,1,0,5,1,1,42,10,2,1.32,26
5,32,4,1,4,1,8,1,0,1,1,2,3,1,0,5,1,1,42,5,1,1.32,6
8,43,4,1,2,1,8,3,0,1,1,2,3,1,0,1,1,1,11,13,1,0.6,31
10,39,4,1,3,1,8,1,0,1,0,4,3,1,0,1,1,1,51,11,1,2.52,38
10,39,4,1,3,1,8,1,0,1,0,4,3,1,0,1,1,1,51,8,2,2.52,20
6,2,4,5,6,1,8,1,0,1,1,2,3,3,0,5,1,1,42,5,1,1.32,7
6,2,4,5,6,1,8,1,0,1,1,2,3,3,0,5,1,1,42,5,2,1.32,8
5,31,4,1,3,1,8,0,4,1,1,2,3,1,0,1,1,1,61,13,1,1.92,39
3,60,4,1,5,1,8,1,0,1,1,2,3,1,0,6,9,2,61,15,2,1.32,39
12,59,4,1,4,1,9,9,0,0,0,0,5,11,1,2,9,9,44,10,1,1.92,31
12,59,4,1,4,1,9,9,0,0,0,0,5,11,1,2,9,9,44,13,2,1.92,34
4,59,4,1,2,1,8,0,3,2,1,4,3,1,1,2,1,1,42,8,1,3.84,20
4,59,4,1,2,1,8,0,3,2,1,4,3,1,1,2,1,1,42,14,1,3.84,33
6,94,4,5,5,1,9,3,0,1,1,2,3,3,1,2,1,1,42,7,2,1.32,17
6,94,4,5,5,1,9,3,0,1,1,2,3,3,1,2,1,1,42,5,1,1.32,5
2,54,4,1,5,1,8,0,2,3,1,5,3,1,1,2,1,1,44,11,1,1.98,36
2,54,4,1,5,1,8,0,2,3,1,5,3,1,1,2,1,1,44,12,1,1.98,44
1,75,4,5,6,1,8,0,3,2,1,5,3,3,1,2,1,1,31,6,2,4.1,12
1,75,4,5,6,1,8,0,3,2,1,5,3,3,1,2,1,1,31,9,1,4.1,6
10,50,3,1,2,1,8,0,3,1,1,2,3,1,0,1,1,1,61,6,1,0.6,3
4,23,4,5,6,1,8,0,2,1,1,0,3,6,0,1,1,1,42,12,1,4.57,43
4,23,4,5,6,1,8,0,2,1,1,0,3,6,0,1,1,1,42,10,1,4.57,
3,55,4,1,5,1,8,1,0,1,1,2,3,1,1,2,1,1,51,99,0,0.6,
1,48,4,1,4,1,9,1,0,1,1,2,3,1,0,5,1,1,42,12,1,1.32,34
1,48,4,1,4,1,9,1,0,1,1,2,3,1,0,5,1,1,42,8,1,1.32,20
6,39,4,1,4,1,9,0,3,1,1,2,5,1,0,1,1,1,32,15,1,1.32,52
11,63,4,1,5,1,8,0,3,1,1,0,3,1,1,2,1,1,51,6,2,3.84,9
11,63,4,1,5,1,8,0,3,1,1,0,3,1,1,2,1,1,51,10,1,3.84,30
9,46,4,1,1,1,8,1,0,1,1,3,3,1,0,7,1,1,44,14,1,0.6,50
9,78,4,5,6,1,9,3,0,1,0,2,3,6,0,1,1,3,51,5,2,0.6,4
4,41,4,1,6,1,8,1,0,7,3,3,5,2,1,3,2,5,51,16,1,1.92,55
1,30,4,1,3,1,8,0,3,3,1,5,3,1,1,2,1,1,61,12,1,2.52,43
1,30,4,1,3,1,8,0,3,3,1,5,3,1,1,2,1,1,61,15,1,2.52,54
11,79,4,5,5,1,8,3,0,1,1,3,3,3,0,7,1,1,77,5,2,0.6,5
8,52,4,1,1,1,9,0,3,1,1,5,3,1,0,1,1,1,31,13,1,2.52,45
8,52,4,1,1,1,9,0,3,1,1,5,3,1,0,1,1,1,31,9,1,2.52,26
6,62,4,1,4,1,8,0,3,1,1,3,3,1,1,2,1,1,41,5,1,2.52,6
6,62,4,1,4,1,8,0,3,1,1,3,3,1,1,2,1,1,41,5,1,2.52,6
7,75,4,1,2,1,9,9,0,0,0,0,5,11,9,,9,9,11,5,1,5.1,6
7,75,4,1,2,1,9,9,0,0,0,0,5,11,9,,9,9,11,12,1,5.1,35
12,83,4,5,3,1,9,0,4,2,1,2,3,6,1,2,1,1,42,5,1,3.2,4
12,83,4,5,3,1,9,0,4,2,1,2,3,6,1,2,1,1,42,5,1,3.2,4
3,5,4,5,6,1,8,1,0,1,1,3,3,3,0,6,1,1,62,5,2,1.32,6
3,5,4,5,6,1,8,1,0,1,1,3,3,3,0,6,1,1,62,15,1,1.32,57
10,51,4,1,1,1,8,0,3,1,1,3,3,1,0,6,1,1,24,5,2,1.6,8
8,31,4,1,5,1,9,0,1,1,1,2,3,1,0,6,1,1,42,9,1,0.6,25
7,49,4,1,5,1,9,0,3,1,1,2,5,1,1,2,1,1,32,14,1,1.32,51
7,49,4,1,5,1,9,0,3,1,1,2,5,1,1,2,1,1,32,15,1,1.32,52
10,53,4,1,4,1,9,3,0,1,1,3,3,1,0,6,1,1,51,8,1,1.98,14
10,53,4,1,4,1,9,3,0,1,1,3,3,1,0,6,1,1,51,8,1,1.98,
6,68,4,1,7,1,8,1,0,1,1,4,3,1,1,2,1,1,11,4,2,1.6,4
10,60,4,1,6,1,8,3,0,1,1,4,3,1,0,5,1,1,42,10,1,3.2,21
10,60,4,1,6,1,8,3,0,1,1,4,3,1,0,5,1,1,42,12,1,3.2,31
5,70,4,1,1,1,9,0,3,1,1,5,5,1,0,1,9,1,61,14,1,1.32,49
3,52,4,1,5,1,9,0,5,1,1,0,3,1,1,2,1,1,51,11,1,2.52,37
3,52,4,1,5,1,9,0,5,1,1,0,3,1,1,2,1,1,51,15,1,2.52,59
6,39,4,1,7,1,8,0,2,3,1,5,3,1,1,2,1,1,42,13,1,8.24,46
6,39,4,1,7,1,8,0,2,3,1,5,3,1,1,2,1,1,42,18,1,8.24,50
2,35,4,1,5,1,9,0,2,1,0,2,3,1,1,2,1,2,11,10,2,0.6,26
4,39,3,1,1,1,8,0,3,2,1,2,3,1,1,2,1,1,42,6,2,3.2,13
4,39,3,1,1,1,8,0,3,2,1,2,3,1,1,2,1,1,42,14,1,3.2,48
5,33,4,1,4,1,8,0,3,1,1,2,3,1,0,1,1,1,41,16,2,0.6,61
6,3,4,5,7,1,8,3,0,1,1,2,3,3,0,6,1,1,31,5,1,3.2,3
6,3,4,5,7,1,8,3,0,1,1,2,3,3,0,6,1,1,31,5,2,3.2,4
9,48,4,1,2,1,8,1,0,1,1,4,3,1,1,2,1,1,51,11,1,1.32,19
9,48,4,1,2,1,8,1,0,1,1,4,3,1,1,2,1,1,51,7,1,1.32,15
2,60,4,1,4,1,9,9,0,0,0,0,5,11,1,2,9,9,62,14,1,6.96,47
2,60,4,1,4,1,9,9,0,0,0,0,5,11,1,2,9,9,62,6,1,6.96,12
6,24,4,5,5,1,8,1,0,1,1,2,3,6,0,1,1,1,51,5,1,1.98,
6,24,4,5,5,1,8,1,0,1,1,2,3,6,0,1,1,1,51,13,1,1.98,37
2,55,4,1,2,1,8,1,0,1,1,2,4,1,0,1,1,1,43,9,2,0.6,17
1,56,4,1,5,1,8,0,4,1,1,4,3,1,1,2,1,1,42,4,1,1.98,5
1,56,4,1,5,1,8,0,4,1,1,4,3,1,1,2,1,1,42,10,1,1.98,31
3,74,4,5,7,1,9,0,3,2,1,3,3,3,1,2,1,1,44,8,1,1.98,3
3,74,4,5,7,1,9,0,3,2,1,3,3,3,1,2,1,1,44,8,1,1.98,6
9,77,4,5,5,1,9,3,0,1,1,2,3,6,0,5,1,1,42,4,1,1.32,2
9,77,4,5,5,1,9,3,0,1,1,2,3,6,0,5,1,1,42,10,2,1.32,22
1,67,4,1,3,1,8,0,3,1,1,4,3,1,1,2,1,1,11,4,1,1.32,
1,67,4,1,3,1,8,0,3,1,1,4,3,1,1,2,1,1,11,5,1,1.32,7
12,53,4,1,2,1,9,1,0,1,1,2,5,1,0,1,1,1,51,6,1,4.38,11
12,53,4,1,2,1,9,1,0,1,1,2,5,1,0,1,1,1,51,10,1,4.38,
6,38,4,1,5,1,8,3,0,1,1,3,3,1,1,2,1,1,51,16,1,1.32,60
6,38,4,1,5,1,8,3,0,1,1,3,3,1,1,2,1,1,51,10,1,1.32,30
9,35,4,1,4,1,9,9,0,0,0,0,5,11,1,2,9,9,62,6,1,7.09,9
2,93,4,5,7,1,9,1,0,1,1,3,3,3,0,1,1,1,51,13,1,1.32,14
12,35,4,1,6,1,8,3,0,2,1,2,3,1,1,2,1,1,31,12,2,5.04,35
12,35,4,1,6,1,8,3,0,2,1,2,3,1,1,2,1,1,31,10,1,5.04,31
6,47,4,1,4,1,8,0,3,1,1,2,3,1,0,1,1,1,51,11,1,3.2,39
6,47,4,1,4,1,8,0,3,1,1,2,3,1,0,1,1,1,51,6,2,3.2,7
12,68,4,5,2,1,8,3,0,1,1,1,3,6,0,1,1,1,42,16,2,1.32,29
12,68,4,5,2,1,8,3,0,1,1,1,3,6,0,1,1,1,42,2,1,1.32,
2,5,4,5,6,1,9,0,2,3,1,5,3,3,1,2,1,1,31,5,1,6.17,6
2,5,4,5,6,1,9,0,2,3,1,5,3,3,1,2,1,1,31,9,1,6.17,8
1,91,4,5,1,1,8,0,5,3,1,2,3,6,0,1,1,1,31,5,2,5.64,8
1,91,4,5,1,1,8,0,5,3,1,2,3,6,0,1,1,1,31,5,2,5.64,6
1,91,4,5,1,1,8,0,5,3,1,2,3,6,0,1,1,1,31,6,1,5.64,10
1,91,4,5,1,1,8,0,5,3,1,2,3,6,0,1,1,1,31,10,2,5.64,12
1,91,4,5,1,1,8,0,5,3,1,2,3,6,0,1,1,1,31,7,1,5.64,13
5,49,4,1,6,1,9,0,5,1,1,3,3,1,0,1,1,1,23,5,1,1.98,7
5,49,4,1,6,1,9,0,5,1,1,3,3,1,0,1,1,1,23,8,2,1.98,14
6,74,4,1,2,1,8,1,0,1,1,3,3,1,1,2,1,1,31,7,1,1.32,15
6,74,4,1,2,1,8,1,0,1,1,3,3,1,1,2,1,1,31,5,2,1.32,6
10,55,4,1,3,1,8,1,0,1,1,4,3,1,1,2,1,1,51,8,1,2.52,
8,45,4,1,3,1,8,3,0,1,1,2,3,1,0,6,1,1,32,6,1,1.32,8
8,45,4,1,3,1,8,3,0,1,1,2,3,1,0,6,1,1,32,16,2,1.32,50
7,75,4,1,4,1,8,0,3,1,1,3,3,1,0,6,1,1,61,7,1,0.6,12
8,43,4,1,5,1,8,3,0,1,1,2,3,1,1,2,1,1,62,4,1,6.96,4
8,43,4,1,5,1,8,3,0,1,1,2,3,1,1,2,1,1,62,12,2,6.96,32
8,43,4,1,5,1,8,3,0,1,1,2,3,1,1,2,1,1,62,13,1,6.96,41
11,77,4,5,7,1,8,0,3,2,1,5,3,6,1,2,1,1,61,6,1,1.92,14
11,77,4,5,7,1,8,0,3,2,1,5,3,6,1,2,1,1,61,14,1,1.92,35
12,69,4,5,2,1,5,0,3,1,1,2,3,3,1,2,1,1,11,6,1,2.82,12
6,34,4,1,3,1,9,0,3,1,1,3,3,1,0,1,1,1,32,18,1,2.88,
6,34,4,1,3,1,9,0,3,1,1,3,3,1,0,1,1,1,32,7,2,2.88,18
4,89,4,5,5,1,8,0,3,3,1,5,3,3,1,2,1,1,62,10,1,3.8,28
4,89,4,5,5,1,8,0,3,3,1,5,3,3,1,2,1,1,62,5,1,3.8,4
3,89,4,5,7,1,8,0,3,1,1,3,4,3,1,2,1,1,61,7,1,2.52,16
3,89,4,5,7,1,8,0,3,1,1,3,4,3,1,2,1,1,61,5,1,2.52,7
12,61,4,1,4,1,8,0,5,1,1,2,2,1,9,7,1,1,61,4,1,1.32,3
12,61,4,1,4,1,8,0,5,1,1,2,2,1,9,7,1,1,61,7,2,1.32,10
3,42,4,1,5,1,8,3,0,1,1,0,4,1,9,,1,1,42,16,2,1.32,64
3,42,4,1,5,1,8,3,0,1,1,0,4,1,9,,1,1,42,8,1,1.32,23
4,79,4,5,6,1,9,9,0,0,0,0,5,6,9,,9,9,44,9,2,1.32,24
4,79,4,5,6,1,9,9,0,0,0,0,5,6,9,,9,9,44,7,1,1.32,4
3,86,4,5,6,1,8,0,3,3,1,5,3,3,1,2,1,1,31,12,2,5.94,33
3,86,4,5,6,1,8,0,3,3,1,5,3,3,1,2,1,1,31,7,1,5.94,14
3,86,4,5,6,1,8,0,3,3,1,5,3,3,1,2,1,1,31,5,1,5.94,4
3,86,4,5,6,1,8,0,3,3,1,5,3,3,1,2,1,1,31,11,1,5.94,36
1,48,4,1,5,1,9,3,0,1,1,3,3,1,1,2,1,1,11,9,1,1.32,26
1,48,4,1,5,1,9,3,0,1,1,3,3,1,1,2,1,1,11,11,1,1.32,34
3,60,4,1,3,1,8,1,0,2,1,3,3,11,1,2,1,1,62,10,2,2.52,26
3,60,4,1,3,1,8,1,0,2,1,3,3,11,1,2,1,1,62,6,2,2.52,6
1,54,4,1,1,1,9,3,0,3,1,3,3,1,1,2,1,1,23,6,2,1.32,6
1,54,4,1,1,1,9,3,0,3,1,3,3,1,1,2,1,1,23,15,1,1.32,52
1,69,4,5,2,1,9,3,0,1,1,2,5,3,1,2,1,1,11,10,1,1.92,32
1,79,4,5,2,1,9,1,0,1,1,2,3,3,0,5,1,1,42,7,2,1.32,17
1,79,4,5,2,1,9,1,0,1,1,2,3,3,0,5,1,1,42,10,2,1.32,30
6,96,4,5,5,1,8,0,3,3,1,5,3,3,1,2,1,1,61,5,1,1.32,5
6,96,4,5,5,1,8,0,3,3,1,5,3,3,1,2,1,1,61,9,1,1.32,26
1,70,4,5,5,1,8,1,0,1,1,2,3,6,1,2,1,1,51,99,0,6.32,
1,70,4,5,5,1,8,1,0,1,1,2,3,6,1,2,1,1,51,10,1,6.32,29
8,48,4,1,5,1,5,0,5,1,1,2,3,1,1,2,1,1,51,16,1,0.6,50
6,74,4,1,4,1,8,3,0,1,1,4,3,1,0,1,1,1,42,9,2,1.32,11
6,74,4,1,4,1,8,3,0,1,1,4,3,1,0,1,1,1,42,10,1,1.32,19
2,48,4,1,2,1,9,3,0,1,1,3,3,1,0,6,1,1,24,8,1,1.32,21
2,48,4,1,2,1,9,3,0,1,1,3,3,1,0,6,1,1,24,16,1,1.32,46
3,68,2,1,2,1,8,3,0,1,1,2,2,1,0,1,1,1,11,13,1,1.32,15
3,68,2,1,2,1,8,3,0,1,1,2,2,1,0,1,1,1,11,6,1,1.32,12
9,52,4,1,6,1,9,0,5,1,1,4,3,1,1,2,1,1,32,5,1,2.52,6
9,52,4,1,6,1,9,0,5,1,1,4,3,1,1,2,1,1,32,11,2,2.52,21
1,69,4,5,2,1,9,1,0,1,1,2,3,3,9,7,1,1,42,16,1,0.9,58
6,77,4,1,6,1,8,1,0,1,0,1,3,1,0,1,1,1,51,99,0,0.6,
3,92,4,5,7,1,9,0,2,1,1,2,3,3,1,2,1,1,11,11,2,3.48,38
3,92,4,5,7,1,9,0,2,1,1,2,3,3,1,2,1,1,11,4,1,3.48,3
6,25,4,1,6,1,9,3,0,1,1,2,3,1,0,5,2,1,51,6,1,1.92,12
6,25,4,1,6,1,9,3,0,1,1,2,3,1,0,5,2,1,51,99,0,1.92,
6,25,4,1,6,1,9,3,0,1,1,2,3,1,0,5,2,1,51,7,1,1.92,14
10,80,4,5,2,1,8,3,0,1,1,2,3,3,0,1,1,1,51,15,1,0.9,57
5,71,4,1,4,1,9,0,3,1,1,1,3,1,9,7,1,1,61,16,1,0.9,41
8,35,4,1,5,1,9,0,3,1,0,1,3,1,9,7,1,1,41,12,1,0.6,10
8,55,4,1,3,1,9,3,0,1,1,2,3,1,0,1,1,1,32,99,0,0.6,
3,73,4,5,7,1,9,1,0,1,1,2,3,3,0,5,1,1,41,6,1,1.32,12
3,73,4,5,7,1,9,1,0,1,1,2,3,3,0,5,1,1,41,4,2,1.32,4
1,41,4,1,3,1,9,0,3,1,1,3,3,1,1,2,1,1,62,9,1,1.25,26
9,45,4,1,3,1,8,0,3,1,1,3,3,1,1,2,1,1,42,14,2,6.96,37
9,45,4,1,3,1,8,0,3,1,1,3,3,1,1,2,1,1,42,11,1,6.96,38
9,45,4,1,3,1,8,0,3,1,1,3,3,1,1,2,1,1,42,16,2,6.96,35
12,43,4,1,3,1,8,3,0,1,1,3,3,1,0,1,1,1,51,9,1,0.6,25
9,7,4,5,6,1,9,1,0,1,1,3,3,3,9,,1,1,31,8,1,1.98,19
9,7,4,5,6,1,9,1,0,1,1,3,3,3,9,,1,1,31,6,1,1.98,10
12,46,4,1,2,1,8,0,3,5,1,3,3,1,1,2,1,1,61,9,2,4.5,24
12,46,4,1,2,1,8,0,3,5,1,3,3,1,1,2,1,1,61,12,1,4.5,44
3,64,4,1,5,1,8,3,0,1,1,4,3,1,0,5,9,1,24,8,1,1.32,24
3,64,4,1,5,1,8,3,0,1,1,4,3,1,0,5,9,1,24,16,2,1.32,54
3,63,4,1,1,1,8,3,0,1,1,3,3,1,0,1,1,1,42,16,1,1.98,31
3,63,4,1,1,1,8,3,0,1,1,3,3,1,0,1,1,1,42,8,1,1.98,23
12,53,4,1,5,1,8,3,0,1,1,3,3,1,1,2,1,1,11,99,0,2.52,
12,53,4,1,5,1,8,3,0,1,1,3,3,1,1,2,1,1,11,12,2,2.52,29
9,38,2,1,1,1,9,0,2,2,1,5,3,1,1,2,1,1,42,10,1,4.57,32
9,38,2,1,1,1,9,0,2,2,1,5,3,1,1,2,1,1,42,10,2,4.57,7
7,55,4,1,3,1,8,0,4,1,1,3,3,1,1,2,1,1,11,8,2,3.84,13
7,55,4,1,3,1,8,0,4,1,1,3,3,1,1,2,1,1,11,99,0,3.84,
5,70,4,1,5,1,8,1,0,1,1,2,3,1,0,1,1,1,31,16,1,0.6,60
6,43,4,1,2,1,8,1,0,1,1,2,3,1,0,1,1,1,42,10,2,0.6,30
